operation,metamodel,metric,best_model,consistency,linear_r2,exponential_r2,poly2_r2,poly3_r2,poly4_r2,poly5_r2,worst_file,worst_model
Read,MDD,time,poly3,0.5666666666666667,0.9602142907659229,0.6331337791556846,0.9905377478813644,0.9987548961012258,1.0,1.0,Read_run_20.csv,exponential
Read,MDD,mem,poly2,1.0,0.891317586571775,0.2624158099900248,0.9985819747494767,0.9999689712367238,1.0,1.0,Read_run_3.csv,exponential
Read,modelica,time,linear,0.6,0.9928449913076605,0.6050539178874418,0.998377459360688,0.9998876958515418,1.0,1.0,Read_run_3.csv,exponential
Read,modelica,mem,poly3,1.0,0.9513246205718529,0.4681716701047543,0.9935199238819508,0.9998963904759833,1.0,1.0,Read_run_1.csv,exponential
Read,NetModel,time,poly2,0.43333333333333335,0.9880318105255083,0.8436078290812173,0.9963916074184974,0.9988849131671313,1.0,1.0,Read_run_7.csv,exponential
Read,NetModel,mem,poly2,0.6,0.9240653355020666,0.42225638636533197,0.9945927503322298,0.999951655854781,1.0,1.0,Read_run_20.csv,exponential
Read,OseeDsl,time,linear,0.43333333333333335,0.9938301703340878,0.796443459968685,0.996985984883496,0.9994355222470939,1.0,1.0,Read_run_26.csv,exponential
Read,OseeDsl,mem,poly3,1.0,0.9907672943754264,0.6889380675071259,0.9912522940105404,0.9999346117459518,1.0,1.0,Read_run_21.csv,exponential
Read,reviews,time,poly2,0.7,0.987274193196274,0.8535917607985056,0.9977564695605045,0.9990705031105342,1.0,1.0,Read_run_22.csv,exponential
Read,reviews,mem,poly3,0.8666666666666667,0.9930541381757908,0.672781384167289,0.9935908549005449,0.9999644314257485,1.0,1.0,Read_run_19.csv,exponential
Read,RobotTask,time,linear,0.8333333333333334,0.9972320052707845,0.6765564872863716,0.9991670678611799,0.9997603873647044,1.0,1.0,Read_run_4.csv,exponential
Read,RobotTask,mem,poly3,0.5,0.993325277180576,0.6100105848136417,0.9950589031809919,0.9999699041043643,1.0,1.0,Read_run_1.csv,exponential
